id;courseId;traineeId;traineeNumber;instructorId;instructorNumber;activityType;courseDate;oldButeeDate
1;4192;6915;22106;72;6437;HF;2021-06-21 12:00:00;6/30/2022
2;4200;402;8369;;1001;HF;2021-12-07 12:00:00;12/31/2022
3;4114;402;8369;;1001;HF;2022-12-07 12:00:00;12/31/2023
4;4131;402;8369;;1001;HF;2023-12-05 12:00:00;12/31/2024
5;4200;730;8985;;1001;HF;2021-12-07 12:00:00;12/31/2022
6;4114;730;8985;;1001;HF;2022-12-07 12:00:00;12/31/2023
7;4131;730;8985;;1001;HF;2023-12-05 12:00:00;12/31/2024
8;4200;1606;12322;;1001;HF;2021-12-07 12:00:00;12/31/2022
9;4114;1606;12322;;1001;HF;2022-12-07 12:00:00;12/31/2023
10;4131;1606;12322;;1001;HF;2023-12-05 12:00:00;12/31/2024
11;4164;196;7805;1606;12322;HF;2022-03-10 12:00:00;5/31/2023
12;4114;196;7805;;1001;HF;2022-12-07 12:00:00;12/31/2023
13;4131;196;7805;;1001;HF;2023-12-05 12:00:00;12/31/2024
14;4089;2546;13199;249;7824;HF;2021-11-15 12:00:00;12/31/2022
15;4148;2546;13199;1606;12322;HF;2022-12-12 12:00:00;12/31/2023
16;4204;2546;13199;196;7805;HF;2023-10-27 12:00:00;12/31/2024
17;4195;7072;44707;1606;12322;HF;2022-11-09 12:00:00;11/30/2023
18;4153;7072;44707;196;7805;HF;2023-10-23 12:00:00;11/30/2024
19;4195;7058;44669;1606;12322;HF;2022-11-09 12:00:00;11/30/2023
20;4153;7058;44669;196;7805;HF;2023-10-23 12:00:00;11/30/2024
21;4195;7089;44829;1606;12322;HF;2022-11-09 12:00:00;11/30/2023
22;4153;7089;44829;196;7805;HF;2023-10-23 12:00:00;11/30/2024
23;4075;2475;13112;1606;12322;HF;2022-02-08 12:00:00;2/28/2023
24;4199;2475;13112;196;7805;HF;2023-02-27 12:00:00;2/29/2024
25;4119;6943;44527;1606;12322;HF;2022-12-05 12:00:00;12/31/2023
26;4153;6943;44527;196;7805;HF;2023-10-23 12:00:00;12/31/2024
27;4119;7059;44671;1606;12322;HF;2022-12-05 12:00:00;12/31/2023
28;4198;7059;44671;196;7805;HF;2023-09-25 12:00:00;9/30/2024
29;4074;298;8224;402;8369;HF;2021-10-04 12:00:00;11/30/2022
30;4246;298;8224;1606;12322;HF;2022-10-03 12:00:00;11/30/2023
31;4153;298;8224;196;7805;HF;2023-10-23 12:00:00;11/30/2024
32;4136;832;9423;402;8369;HF;2022-03-14 12:00:00;3/31/2023
33;4148;832;9423;1606;12322;HF;2022-12-12 12:00:00;12/31/2023
34;4204;832;9423;196;7805;HF;2023-10-27 12:00:00;12/31/2024
35;4247;1975;12582;402;8369;HF;2022-06-13 12:00:00;7/31/2023
36;4072;1975;12582;1606;12322;HF;2022-11-07 12:00:00;11/30/2023
37;4153;1975;12582;196;7805;HF;2023-10-23 12:00:00;11/30/2024
38;4095;2259;12643;249;7824;HF;2022-04-18 12:00:00;6/30/2023
39;4088;2259;12643;1606;12322;HF;2023-05-15 12:00:00;6/30/2024
40;4204;2259;12643;196;7805;HF;2023-10-27 12:00:00;10/31/2024
41;4120;6935;44538;1608;12324;HF;2023-02-16 12:00:00;2/29/2024
42;4204;6935;44538;196;7805;HF;2023-10-27 12:00:00;10/31/2024
43;4227;378;8360;72;6437;HF;2021-05-17 12:00:00;6/30/2022
44;4206;378;8360;730;8985;HF;2022-05-09 12:00:00;6/30/2023
45;4159;378;8360;196;7805;HF;2023-04-17 12:00:00;6/30/2024
46;4128;2104;12602;72;6437;HF;2021-09-27 12:00:00;10/31/2022
47;4203;2104;12602;730;8985;HF;2022-10-31 12:00:00;10/31/2023
48;4198;2104;12602;196;7805;HF;2023-09-25 12:00:00;10/31/2024
49;4074;2089;12594;402;8369;HF;2021-10-04 12:00:00;12/31/2022
50;4203;2089;12594;730;8985;HF;2022-10-31 12:00:00;12/31/2023
51;4153;2089;12594;196;7805;HF;2023-10-23 12:00:00;12/31/2024
52;4162;227;7812;249;7824;HF;2021-09-20 12:00:00;10/31/2022
53;4207;227;7812;730;8985;HF;2022-10-21 12:00:00;10/31/2023
54;4198;227;7812;196;7805;HF;2023-09-25 12:00:00;10/31/2024
55;4227;739;9063;72;6437;HF;2021-05-17 12:00:00;6/30/2022
56;4247;739;9063;402;8369;HF;2022-06-13 12:00:00;6/30/2023
57;4159;739;9063;196;7805;HF;2023-04-17 12:00:00;6/30/2024
58;4161;1535;12311;1606;12322;HF;2022-01-19 12:00:00;3/31/2023
59;4157;1535;12311;402;8369;HF;2022-10-03 12:00:00;10/31/2023
60;4198;1535;12311;196;7805;HF;2023-09-25 12:00:00;10/31/2024
61;4119;6929;44541;1606;12322;HF;2022-12-05 12:00:00;12/31/2023
62;4221;6929;44541;402;8369;HF;2023-09-18 12:00:00;9/30/2024
63;4204;6929;44541;196;7805;HF;2023-10-27 12:00:00;10/31/2024
64;4206;2283;12648;730;8985;HF;2022-05-09 12:00:00;6/30/2023
65;4108;2283;12648;402;8369;HF;2023-06-12 12:00:00;6/30/2024
66;4204;2283;12648;196;7805;HF;2023-10-27 12:00:00;10/31/2024
67;4193;492;8726;402;8369;HF;2022-06-20 12:00:00;7/31/2023
68;4104;492;8726;402;8369;HF;2022-09-26 12:00:00;9/30/2023
69;4198;492;8726;196;7805;HF;2023-09-25 12:00:00;9/30/2024
70;4104;2075;12593;402;8369;HF;2022-09-26 12:00:00;9/30/2023
71;4221;2075;12593;402;8369;HF;2023-09-18 12:00:00;9/30/2024
72;4204;2075;12593;196;7805;HF;2023-10-27 12:00:00;10/31/2024
73;4156;2225;12628;402;8369;HF;2021-11-22 12:00:00;12/31/2022
74;4141;2225;12628;402;8369;HF;2022-10-24 12:00:00;12/31/2023
75;4153;2225;12628;196;7805;HF;2023-10-23 12:00:00;12/31/2024
76;4090;2285;12650;402;8369;HF;2021-10-18 12:00:00;10/31/2022
77;4141;2285;12650;402;8369;HF;2022-10-24 12:00:00;10/31/2023
78;4204;2285;12650;196;7805;HF;2023-10-27 12:00:00;10/31/2024
79;4224;2465;12971;402;8369;HF;2021-12-23 12:00:00;12/31/2022
80;4129;2465;12971;402;8369;HF;2022-11-14 12:00:00;12/31/2023
81;4204;2465;12971;196;7805;HF;2023-10-27 12:00:00;12/31/2024
82;4074;2590;22269;402;8369;HF;2021-10-04 12:00:00;10/31/2022
83;4157;2590;22269;402;8369;HF;2022-10-03 12:00:00;10/31/2023
84;4198;2590;22269;196;7805;HF;2023-09-25 12:00:00;10/31/2024
85;4181;527;8737;249;7824;HF;2021-05-03 12:00:00;6/30/2022
86;4173;527;8737;402;8369;HF;2022-06-27 12:00:00;6/30/2023
87;4159;527;8737;196;7805;HF;2023-04-17 12:00:00;6/30/2024
88;4095;2390;12743;249;7824;HF;2022-04-18 12:00:00;6/30/2023
89;4154;2390;12743;402;8369;HF;2023-06-19 12:00:00;6/30/2024
90;4204;2390;12743;196;7805;HF;2023-10-27 12:00:00;10/31/2024
91;4089;2526;13186;249;7824;HF;2021-11-15 12:00:00;12/31/2022
92;4129;2526;13186;402;8369;HF;2022-11-14 12:00:00;12/31/2023
93;4153;2526;13186;196;7805;HF;2023-10-23 12:00:00;12/31/2024
94;4089;2565;13205;249;7824;HF;2021-11-15 12:00:00;12/31/2022
95;4129;2565;13205;402;8369;HF;2022-11-14 12:00:00;12/31/2023
96;4204;2565;13205;196;7805;HF;2023-10-27 12:00:00;12/31/2024
97;4090;755;9399;402;8369;HF;2021-10-18 12:00:00;10/31/2022
98;4157;755;9399;402;8369;HF;2022-10-03 12:00:00;10/31/2023
99;4198;755;9399;196;7805;HF;2023-09-25 12:00:00;10/31/2024
100;4227;443;8688;72;6437;HF;2021-05-17 12:00:00;6/30/2022
101;4142;443;8688;249;7824;HF;2022-05-16 12:00:00;6/30/2023
102;4159;443;8688;196;7805;HF;2023-04-17 12:00:00;6/30/2024
103;4225;683;8967;72;6437;HF;2021-06-07 12:00:00;6/30/2022
104;4095;683;8967;249;7824;HF;2022-04-18 12:00:00;6/30/2023
105;4159;683;8967;196;7805;HF;2023-04-17 12:00:00;6/30/2024
106;4128;2395;12745;72;6437;HF;2021-09-27 12:00:00;10/31/2022
107;4098;2395;12745;249;7824;HF;2022-09-19 12:00:00;10/31/2023
108;4198;2395;12745;196;7805;HF;2023-09-25 12:00:00;10/31/2024
109;4090;2418;12748;402;8369;HF;2021-10-18 12:00:00;10/31/2022
110;4098;2418;12748;249;7824;HF;2022-09-19 12:00:00;10/31/2023
111;4198;2418;12748;196;7805;HF;2023-09-25 12:00:00;10/31/2024
112;4174;2482;13139;249;7824;HF;2021-04-12 12:00:00;4/30/2022
113;4134;2482;13139;402;8369;HF;2022-04-04 12:00:00;4/30/2023
114;4172;2482;13139;1557;12316;HF;2023-03-20 12:00:00;4/30/2024
115;4132;6938;22270;1606;12322;HF;2021-12-11 12:00:00;12/31/2022
116;4137;6938;22270;1606;12322;HF;2022-10-17 12:00:00;12/31/2023
117;4180;6938;22270;1606;12322;HF;2023-11-27 12:00:00;12/31/2024
118;4132;2616;22281;1606;12322;HF;2021-12-11 12:00:00;12/31/2022
119;4137;2616;22281;1606;12322;HF;2022-10-17 12:00:00;12/31/2023
120;4180;2616;22281;1606;12322;HF;2023-11-27 12:00:00;12/31/2024
121;4149;2519;13152;249;7824;HF;2021-12-06 12:00:00;12/31/2022
122;4137;2519;13152;1606;12322;HF;2022-10-17 12:00:00;12/31/2023
123;4180;2519;13152;1606;12322;HF;2023-11-27 12:00:00;12/31/2024
124;4091;1651;12510;72;6437;HF;2021-11-08 12:00:00;12/31/2022
125;4157;1651;12510;402;8369;HF;2022-10-03 12:00:00;12/31/2023
126;4180;1651;12510;1606;12322;HF;2023-11-27 12:00:00;12/31/2024
127;4232;7064;22822;1606;12322;HF;2023-11-22 12:00:00;11/30/2024
128;4232;7065;22823;1606;12322;HF;2023-11-22 12:00:00;11/30/2024
129;4232;7066;22829;1606;12322;HF;2023-11-22 12:00:00;11/30/2024
130;4156;2528;13188;402;8369;HF;2021-11-22 12:00:00;12/31/2022
131;4072;2528;13188;1606;12322;HF;2022-11-07 12:00:00;12/31/2023
132;4180;2528;13188;1606;12322;HF;2023-11-27 12:00:00;12/31/2024
133;4156;2548;13201;402;8369;HF;2021-11-22 12:00:00;12/31/2022
134;4148;2548;13201;1606;12322;HF;2022-12-12 12:00:00;12/31/2023
135;4180;2548;13201;1606;12322;HF;2023-11-27 12:00:00;12/31/2024
136;4121;1422;12292;730;8985;HF;2022-01-31 12:00:00;2/28/2023
137;4148;1422;12292;1606;12322;HF;2022-12-12 12:00:00;2/29/2024
138;4231;1422;12292;1606;12322;HF;2023-12-18 12:00:00;2/28/2025
139;4083;2481;13113;249;7824;HF;2021-11-29 12:00:00;1/31/2023
140;4148;2481;13113;1606;12322;HF;2022-12-12 12:00:00;1/31/2024
141;4231;2481;13113;1606;12322;HF;2023-12-18 12:00:00;1/31/2025
142;4156;2362;12730;402;8369;HF;2021-11-22 12:00:00;12/31/2022
143;4207;2362;12730;730;8985;HF;2022-10-21 12:00:00;12/31/2023
144;4180;2362;12730;1606;12322;HF;2023-11-27 12:00:00;12/31/2024
145;4149;528;8738;249;7824;HF;2021-12-06 12:00:00;1/31/2023
146;4140;528;8738;730;8985;HF;2022-11-28 12:00:00;1/31/2024
147;4231;528;8738;1606;12322;HF;2023-12-18 12:00:00;1/31/2025
148;4149;935;9999;249;7824;HF;2021-12-06 12:00:00;1/31/2023
149;4140;935;9999;730;8985;HF;2022-11-28 12:00:00;1/31/2024
150;4231;935;9999;1606;12322;HF;2023-12-18 12:00:00;1/31/2025
151;4149;1409;12290;249;7824;HF;2021-12-06 12:00:00;1/31/2023
152;4189;1409;12290;730;8985;HF;2022-12-05 12:00:00;1/31/2024
153;4180;1409;12290;1606;12322;HF;2023-11-27 12:00:00;1/31/2025
154;4083;1704;12529;249;7824;HF;2021-11-29 12:00:00;1/31/2023
155;4189;1704;12529;730;8985;HF;2022-12-05 12:00:00;1/31/2024
156;4231;1704;12529;1606;12322;HF;2023-12-18 12:00:00;1/31/2025
157;4102;6236;44199;249;7824;HF;2022-01-13 12:00:00;1/31/2023
158;4140;6236;44199;730;8985;HF;2022-11-28 12:00:00;1/31/2024
159;4231;6236;44199;1606;12322;HF;2023-12-18 12:00:00;1/31/2025
160;4102;6252;44200;249;7824;HF;2022-01-13 12:00:00;1/31/2023
161;4189;6252;44200;730;8985;HF;2022-12-05 12:00:00;1/31/2024
162;4231;6252;44200;1606;12322;HF;2023-12-18 12:00:00;1/31/2025
163;4102;6284;44206;249;7824;HF;2022-01-13 12:00:00;1/31/2023
164;4189;6284;44206;730;8985;HF;2022-12-05 12:00:00;1/31/2024
165;4231;6284;44206;1606;12322;HF;2023-12-18 12:00:00;1/31/2025
166;4074;2032;12588;402;8369;HF;2021-10-04 12:00:00;12/31/2022
167;4141;2032;12588;402;8369;HF;2022-10-24 12:00:00;12/31/2023
168;4180;2032;12588;1606;12322;HF;2023-11-27 12:00:00;12/31/2024
169;4142;304;8229;249;7824;HF;2022-05-16 12:00:00;6/30/2023
170;4133;304;8229;402;8369;HF;2023-02-08 12:00:00;2/29/2024
171;4231;304;8229;1606;12322;HF;2023-12-18 12:00:00;2/28/2025
172;4089;1682;12517;249;7824;HF;2021-11-15 12:00:00;12/31/2022
173;4129;1682;12517;402;8369;HF;2022-11-14 12:00:00;12/31/2023
174;4180;1682;12517;1606;12322;HF;2023-11-27 12:00:00;12/31/2024
175;4195;7070;44698;1606;12322;HF;2022-11-09 12:00:00;11/30/2023
176;4220;7070;44698;1606;12322;HF;2023-10-02 12:00:00;11/30/2024
177;4206;280;8219;730;8985;HF;2022-05-09 12:00:00;6/30/2023
178;4246;280;8219;1606;12322;HF;2022-10-03 12:00:00;10/31/2023
179;4220;280;8219;1606;12322;HF;2023-10-02 12:00:00;10/31/2024
180;4125;536;8741;72;6437;HF;2021-11-01 12:00:00;11/30/2022
181;4203;536;8741;730;8985;HF;2022-10-31 12:00:00;11/30/2023
182;4220;536;8741;1606;12322;HF;2023-10-02 12:00:00;11/30/2024
183;4128;116;7283;72;6437;HF;2021-09-27 12:00:00;11/30/2022
184;4072;116;7283;1606;12322;HF;2022-11-07 12:00:00;11/30/2023
185;4220;116;7283;1606;12322;HF;2023-10-02 12:00:00;11/30/2024
186;4179;460;8694;249;7824;HF;2021-04-19 12:00:00;6/30/2022
187;4122;460;8694;1606;12322;HF;2022-05-30 12:00:00;6/30/2023
188;4088;460;8694;1606;12322;HF;2023-05-15 12:00:00;6/30/2024
189;4176;1710;12536;249;7824;HF;2022-01-17 12:00:00;2/28/2023
190;4148;1710;12536;1606;12322;HF;2022-12-12 12:00:00;2/29/2024
191;4116;1710;12536;1606;12322;HF;2024-01-29 12:00:00;2/28/2025
192;4083;2456;12878;249;7824;HF;2021-11-29 12:00:00;1/31/2023
193;4148;2456;12878;1606;12322;HF;2022-12-12 12:00:00;1/31/2024
194;4116;2456;12878;1606;12322;HF;2024-01-29 12:00:00;1/31/2025
195;4090;1776;12549;402;8369;HF;2021-10-18 12:00:00;11/30/2022
196;4203;1776;12549;730;8985;HF;2022-10-31 12:00:00;11/30/2023
197;4220;1776;12549;1606;12322;HF;2023-10-02 12:00:00;11/30/2024
198;4125;933;9902;72;6437;HF;2021-11-01 12:00:00;11/30/2022
199;4097;933;9902;730;8985;HF;2022-11-21 12:00:00;11/30/2023
200;4220;933;9902;1606;12322;HF;2023-10-02 12:00:00;11/30/2024
201;4096;2287;12652;72;6437;HF;2021-02-08 12:00:00;2/28/2022
202;4170;2287;12652;730;8985;HF;2023-01-23 12:00:00;1/31/2024
203;4231;2287;12652;1606;12322;HF;2023-12-18 12:00:00;1/31/2025
204;4125;2445;12795;72;6437;HF;2021-11-01 12:00:00;12/31/2022
205;4203;2445;12795;730;8985;HF;2022-10-31 12:00:00;12/31/2023
206;4180;2445;12795;1606;12322;HF;2023-11-27 12:00:00;12/31/2024
207;4224;419;8564;402;8369;HF;2021-12-23 12:00:00;1/31/2023
208;4155;419;8564;730;8985;HF;2022-11-16 12:00:00;1/31/2024
209;4116;419;8564;1606;12322;HF;2024-01-29 12:00:00;1/31/2025
210;4201;418;8562;249;7824;HF;2021-06-28 12:00:00;6/30/2022
211;4191;418;8562;730;8985;HF;2022-04-25 12:00:00;6/30/2023
212;4088;418;8562;1606;12322;HF;2023-05-15 12:00:00;6/30/2024
213;4227;58;5713;72;6437;HF;2021-05-17 12:00:00;6/30/2022
214;4184;58;5713;402;8369;HF;2022-06-06 12:00:00;6/30/2023
215;4088;58;5713;1606;12322;HF;2023-05-15 12:00:00;6/30/2024
216;4132;2601;22278;1606;12322;HF;2021-12-11 12:00:00;12/31/2022
217;4141;2601;22278;402;8369;HF;2022-10-24 12:00:00;12/31/2023
218;4180;2601;22278;1606;12322;HF;2023-11-27 12:00:00;12/31/2024
219;4132;2600;22277;1606;12322;HF;2021-12-11 12:00:00;12/31/2022
220;4141;2600;22277;402;8369;HF;2022-10-24 12:00:00;12/31/2023
221;4180;2600;22277;1606;12322;HF;2023-11-27 12:00:00;12/31/2024
222;4193;281;8220;402;8369;HF;2022-06-20 12:00:00;6/30/2023
223;4133;281;8220;402;8369;HF;2023-02-08 12:00:00;2/29/2024
224;4231;281;8220;1606;12322;HF;2023-12-18 12:00:00;2/28/2025
225;4090;509;8730;402;8369;HF;2021-10-18 12:00:00;11/30/2022
226;4129;509;8730;402;8369;HF;2022-11-14 12:00:00;11/30/2023
227;4220;509;8730;1606;12322;HF;2023-10-02 12:00:00;11/30/2024
228;4163;1843;12560;402;8369;HF;2021-05-31 12:00:00;6/30/2022
229;4134;1843;12560;402;8369;HF;2022-04-04 12:00:00;6/30/2023
230;4088;1843;12560;1606;12322;HF;2023-05-15 12:00:00;6/30/2024
231;4251;1608;12324;249;7824;HF;2021-07-05 12:00:00;7/31/2022
232;4173;1608;12324;402;8369;HF;2022-06-27 12:00:00;7/31/2023
233;4088;1608;12324;1606;12322;HF;2023-05-15 12:00:00;7/31/2024
234;4095;1676;12515;249;7824;HF;2022-04-18 12:00:00;6/30/2023
235;4104;1676;12515;402;8369;HF;2022-09-26 12:00:00;9/30/2023
236;4171;1676;12515;1606;12322;HF;2023-04-25 12:00:00;4/30/2024
237;4181;1976;12583;249;7824;HF;2021-05-03 12:00:00;6/30/2022
238;4247;1976;12583;402;8369;HF;2022-06-13 12:00:00;6/30/2023
239;4088;1976;12583;1606;12322;HF;2023-05-15 12:00:00;6/30/2024
240;4090;117;7284;402;8369;HF;2021-10-18 12:00:00;10/31/2022
241;4098;117;7284;249;7824;HF;2022-09-19 12:00:00;10/31/2023
242;4220;117;7284;1606;12322;HF;2023-10-02 12:00:00;10/31/2024
243;4252;1863;12563;249;7824;HF;2021-05-10 12:00:00;6/30/2022
244;4142;1863;12563;249;7824;HF;2022-05-16 12:00:00;6/30/2023
245;4088;1863;12563;1606;12322;HF;2023-05-15 12:00:00;6/30/2024
246;4162;2388;12735;249;7824;HF;2021-09-20 12:00:00;9/30/2022
247;4239;2388;12735;730;8985;HF;2022-09-12 12:00:00;9/30/2023
248;4220;2388;12735;1606;12322;HF;2023-10-02 12:00:00;10/31/2024
249;4178;7052;22701;1608;12324;HF;2023-05-12 12:00:00;5/31/2024
250;4178;6932;22703;1608;12324;HF;2023-05-12 12:00:00;5/31/2024
251;4178;6934;22709;1608;12324;HF;2023-05-12 12:00:00;5/31/2024
252;4110;7053;22711;1608;12324;HF;2023-07-19 12:00:00;7/31/2024
253;4110;7054;22712;1608;12324;HF;2023-07-19 12:00:00;7/31/2024
254;4110;6914;22714;1608;12324;HF;2023-07-19 12:00:00;7/31/2024
255;4112;2063;12592;402;8369;HF;2021-10-25 12:00:00;11/30/2022
256;4137;2063;12592;1606;12322;HF;2022-10-17 12:00:00;11/30/2023
257;4092;2063;12592;1608;12324;HF;2023-10-30 12:00:00;11/30/2024
258;4195;7062;44653;1606;12322;HF;2022-11-09 12:00:00;11/30/2023
259;4092;7062;44653;1608;12324;HF;2023-10-30 12:00:00;11/30/2024
260;4184;2219;12621;402;8369;HF;2022-06-06 12:00:00;7/31/2023
261;4072;2219;12621;1606;12322;HF;2022-11-07 12:00:00;11/30/2023
262;4092;2219;12621;1608;12324;HF;2023-10-30 12:00:00;11/30/2024
263;4195;7071;44705;1606;12322;HF;2022-11-09 12:00:00;11/30/2023
264;4092;7071;44705;1608;12324;HF;2023-10-30 12:00:00;11/30/2024
265;4099;6919;44467;1606;12322;HF;2022-09-14 12:00:00;9/30/2023
266;4077;6919;44467;1608;12324;HF;2023-09-11 12:00:00;9/30/2024
267;4137;6940;44521;1606;12322;HF;2022-10-17 12:00:00;10/31/2023
268;4115;6940;44521;1608;12324;HF;2023-10-16 12:00:00;10/31/2024
269;4137;6941;44525;1606;12322;HF;2022-10-17 12:00:00;10/31/2023
270;4092;6941;44525;1608;12324;HF;2023-10-30 12:00:00;10/31/2024
271;4119;6942;44526;1606;12322;HF;2022-12-05 12:00:00;12/31/2023
272;4115;6942;44526;1608;12324;HF;2023-10-16 12:00:00;12/31/2024
273;4195;7057;44665;1606;12322;HF;2022-11-09 12:00:00;11/30/2023
274;4092;7057;44665;1608;12324;HF;2023-10-30 12:00:00;11/30/2024
275;4121;218;7809;730;8985;HF;2022-01-31 12:00:00;2/28/2023
276;4246;218;7809;1606;12322;HF;2022-10-03 12:00:00;10/31/2023
277;4077;218;7809;1608;12324;HF;2023-09-11 12:00:00;10/31/2024
278;4184;291;8223;402;8369;HF;2022-06-06 12:00:00;7/31/2023
279;4246;291;8223;1606;12322;HF;2022-10-03 12:00:00;10/31/2023
280;4077;291;8223;1608;12324;HF;2023-09-11 12:00:00;10/31/2024
281;4193;1917;12571;402;8369;HF;2022-06-20 12:00:00;7/31/2023
282;4072;1917;12571;1606;12322;HF;2022-11-07 12:00:00;11/30/2023
283;4092;1917;12571;1608;12324;HF;2023-10-30 12:00:00;11/30/2024
284;4184;2047;12591;402;8369;HF;2022-06-06 12:00:00;7/31/2023
285;4072;2047;12591;1606;12322;HF;2022-11-07 12:00:00;11/30/2023
286;4092;2047;12591;1608;12324;HF;2023-10-30 12:00:00;11/30/2024
287;4112;2161;12610;402;8369;HF;2021-10-25 12:00:00;10/31/2022
288;4072;2161;12610;1606;12322;HF;2022-11-07 12:00:00;11/30/2023
289;4092;2161;12610;1608;12324;HF;2023-10-30 12:00:00;11/30/2024
290;4074;2221;12623;402;8369;HF;2021-10-04 12:00:00;12/31/2022
291;4072;2221;12623;1606;12322;HF;2022-11-07 12:00:00;12/31/2023
292;4109;2221;12623;1608;12324;HF;2023-12-08 12:00:00;12/31/2024
293;4149;1473;12300;249;7824;HF;2021-12-06 12:00:00;12/31/2022
294;4072;1473;12300;1606;12322;HF;2022-11-07 12:00:00;12/31/2023
295;4115;1473;12300;1608;12324;HF;2023-10-16 12:00:00;12/31/2024
296;4200;249;7824;;1001;HF;2021-12-07 12:00:00;12/31/2022
297;4203;249;7824;730;8985;HF;2022-10-31 12:00:00;12/31/2023
298;4077;249;7824;1608;12324;HF;2023-09-11 12:00:00;9/30/2024
299;4200;72;6437;;1001;HF;2021-12-07 12:00:00;12/31/2022
300;4097;72;6437;730;8985;HF;2022-11-21 12:00:00;12/31/2023
301;4092;72;6437;1608;12324;HF;2023-10-30 12:00:00;12/31/2024
302;4125;147;7295;72;6437;HF;2021-11-01 12:00:00;11/30/2022
303;4097;147;7295;730;8985;HF;2022-11-21 12:00:00;11/30/2023
304;4115;147;7295;1608;12324;HF;2023-10-16 12:00:00;11/30/2024
305;4091;459;8692;72;6437;HF;2021-11-08 12:00:00;11/30/2022
306;4097;459;8692;730;8985;HF;2022-11-21 12:00:00;11/30/2023
307;4115;459;8692;1608;12324;HF;2023-10-16 12:00:00;11/30/2024
308;4227;2224;12626;72;6437;HF;2021-05-17 12:00:00;6/30/2022
309;4203;2224;12626;730;8985;HF;2022-10-31 12:00:00;10/31/2023
